periodo_cfe,Hora,DÃ­a,Temporada
Intermedia,09:15,3,Verano
Intermedia,09:30,3,Verano
Intermedia,09:45,3,Verano
Intermedia,10:00,3,Verano
Intermedia,10:15,3,Verano
Intermedia,10:30,3,Verano
Intermedia,10:45,3,Verano
Intermedia,11:00,3,Verano
Intermedia,11:15,3,Verano
Intermedia,11:30,3,Verano
Intermedia,11:45,3,Verano
Intermedia,00:00,3,Verano
Intermedia,00:15,3,Verano
Intermedia,00:30,3,Verano
Intermedia,00:45,3,Verano
Intermedia,13:00,3,Verano
Intermedia,13:15,3,Verano
Intermedia,13:30,3,Verano
Intermedia,13:45,3,Verano
Intermedia,14:00,3,Verano
Intermedia,14:15,3,Verano
Intermedia,14:30,3,Verano
Intermedia,14:45,3,Verano
Intermedia,15:00,3,Verano
Intermedia,15:15,3,Verano
Intermedia,15:30,3,Verano
Intermedia,15:45,3,Verano
Intermedia,16:00,3,Verano
Intermedia,16:15,3,Verano
Intermedia,16:30,3,Verano
Intermedia,16:45,3,Verano
Intermedia,17:00,3,Verano
Intermedia,17:15,3,Verano
Intermedia,17:30,3,Verano
Intermedia,17:45,3,Verano
Intermedia,18:00,3,Verano
Intermedia,18:15,3,Verano
Intermedia,18:30,3,Verano
Intermedia,18:45,3,Verano
Intermedia,19:00,3,Verano
Intermedia,19:15,3,Verano
Intermedia,19:30,3,Verano
Intermedia,19:45,3,Verano
Intermedia,22:00,3,Verano
Intermedia,22:15,3,Verano
Intermedia,22:30,3,Verano
Intermedia,22:45,3,Verano
Intermedia,23:00,3,Verano
Intermedia,23:15,3,Verano
Intermedia,23:30,3,Verano
Intermedia,23:45,3,Verano
Intermedia,06:00,4,Verano
Intermedia,06:15,4,Verano
Intermedia,06:30,4,Verano
Intermedia,06:45,4,Verano
Intermedia,07:00,4,Verano
Intermedia,07:15,4,Verano
Intermedia,07:30,4,Verano
Intermedia,07:45,4,Verano
Intermedia,08:00,4,Verano
Intermedia,08:15,4,Verano
Intermedia,08:30,4,Verano
Intermedia,08:45,4,Verano
Intermedia,09:00,4,Verano
Intermedia,09:15,4,Verano
Intermedia,09:30,4,Verano
Intermedia,09:45,4,Verano
Intermedia,10:00,4,Verano
Intermedia,10:15,4,Verano
Intermedia,10:30,4,Verano
Intermedia,10:45,4,Verano
Intermedia,11:00,4,Verano
Intermedia,11:15,4,Verano
Intermedia,11:30,4,Verano
Intermedia,11:45,4,Verano
Intermedia,00:00,4,Verano
Intermedia,00:15,4,Verano
Intermedia,00:30,4,Verano
Intermedia,00:45,4,Verano
Intermedia,13:00,4,Verano
Intermedia,13:15,4,Verano
Intermedia,13:30,4,Verano
Intermedia,13:45,4,Verano
Intermedia,14:00,4,Verano
Intermedia,14:15,4,Verano
Intermedia,14:30,4,Verano
Intermedia,14:45,4,Verano
Intermedia,15:00,4,Verano
Intermedia,15:15,4,Verano
Intermedia,15:30,4,Verano
Intermedia,15:45,4,Verano
Intermedia,16:00,4,Verano
Intermedia,16:15,4,Verano
Intermedia,16:30,4,Verano
Intermedia,16:45,4,Verano
Intermedia,17:00,4,Verano
Intermedia,17:15,4,Verano
Intermedia,17:30,4,Verano
Intermedia,17:45,4,Verano
Intermedia,18:00,4,Verano
Intermedia,18:15,4,Verano
Intermedia,18:30,4,Verano
Intermedia,18:45,4,Verano
Intermedia,19:00,4,Verano
Intermedia,19:15,4,Verano
Intermedia,19:30,4,Verano
Intermedia,19:45,4,Verano
Intermedia,22:00,4,Verano
Intermedia,22:15,4,Verano
Intermedia,22:30,4,Verano
Intermedia,22:45,4,Verano
Intermedia,23:00,4,Verano
Intermedia,23:15,4,Verano
Intermedia,23:30,4,Verano
Intermedia,23:45,4,Verano
Intermedia,06:00,5,Verano
Intermedia,06:15,5,Verano
Intermedia,06:30,5,Verano
Intermedia,06:45,5,Verano
Intermedia,07:00,5,Verano
Intermedia,07:15,5,Verano
Intermedia,07:30,5,Verano
Intermedia,07:45,5,Verano
Intermedia,08:00,5,Verano
Intermedia,08:15,5,Verano
Intermedia,08:30,5,Verano
Intermedia,08:45,5,Verano
Intermedia,09:00,5,Verano
Intermedia,09:15,5,Verano
Intermedia,09:30,5,Verano
Intermedia,09:45,5,Verano
Intermedia,10:00,5,Verano
Intermedia,10:15,5,Verano
Intermedia,10:30,5,Verano
Intermedia,10:45,5,Verano
Intermedia,11:00,5,Verano
Intermedia,11:15,5,Verano
Intermedia,11:30,5,Verano
Intermedia,11:45,5,Verano
Intermedia,00:00,5,Verano
Intermedia,00:15,5,Verano
Intermedia,00:30,5,Verano
Intermedia,00:45,5,Verano
Intermedia,13:00,5,Verano
Intermedia,13:15,5,Verano
Intermedia,13:30,5,Verano
Intermedia,13:45,5,Verano
Intermedia,14:00,5,Verano
Intermedia,14:15,5,Verano
Intermedia,14:30,5,Verano
Intermedia,14:45,5,Verano
Intermedia,15:00,5,Verano
Intermedia,15:15,5,Verano
Intermedia,15:30,5,Verano
Intermedia,15:45,5,Verano
Intermedia,16:00,5,Verano
Intermedia,16:15,5,Verano
Intermedia,16:30,5,Verano
Intermedia,16:45,5,Verano
Intermedia,17:00,5,Verano
Intermedia,17:15,5,Verano
Intermedia,17:30,5,Verano
Intermedia,17:45,5,Verano
Intermedia,18:00,5,Verano
Intermedia,18:15,5,Verano
Intermedia,18:30,5,Verano
Intermedia,18:45,5,Verano
Intermedia,19:00,5,Verano
Intermedia,19:15,5,Verano
Intermedia,19:30,5,Verano
Intermedia,19:45,5,Verano
Intermedia,22:00,5,Verano
Intermedia,22:15,5,Verano
Intermedia,22:30,5,Verano
Intermedia,22:45,5,Verano
Intermedia,23:00,5,Verano
Intermedia,23:15,5,Verano
Intermedia,23:30,5,Verano
Intermedia,23:45,5,Verano
Intermedia,07:00,6,Verano
Intermedia,07:15,6,Verano
Intermedia,07:30,6,Verano
Intermedia,07:45,6,Verano
Intermedia,08:00,6,Verano
Intermedia,08:15,6,Verano
Intermedia,08:30,6,Verano
Intermedia,08:45,6,Verano
Intermedia,09:00,6,Verano
Intermedia,09:15,6,Verano
Intermedia,09:30,6,Verano
Intermedia,09:45,6,Verano
Intermedia,10:00,6,Verano
Intermedia,10:15,6,Verano
Intermedia,10:30,6,Verano
Intermedia,10:45,6,Verano
Intermedia,11:00,6,Verano
Intermedia,11:15,6,Verano
Intermedia,11:30,6,Verano
Intermedia,11:45,6,Verano
Intermedia,00:00,6,Verano
Intermedia,00:15,6,Verano
Intermedia,00:30,6,Verano
Intermedia,00:45,6,Verano
Intermedia,13:00,6,Verano
Intermedia,13:15,6,Verano
Intermedia,13:30,6,Verano
Intermedia,13:45,6,Verano
Intermedia,14:00,6,Verano
Intermedia,14:15,6,Verano
Intermedia,14:30,6,Verano
Intermedia,14:45,6,Verano
Intermedia,15:00,6,Verano
Intermedia,15:15,6,Verano
Intermedia,15:30,6,Verano
Intermedia,15:45,6,Verano
Intermedia,16:00,6,Verano
Intermedia,16:15,6,Verano
Intermedia,16:30,6,Verano
Intermedia,16:45,6,Verano
Intermedia,17:00,6,Verano
Intermedia,17:15,6,Verano
Intermedia,17:30,6,Verano
Intermedia,17:45,6,Verano
Intermedia,18:00,6,Verano
Intermedia,18:15,6,Verano
Intermedia,18:30,6,Verano
Intermedia,18:45,6,Verano
Intermedia,19:00,6,Verano
Intermedia,19:15,6,Verano
Intermedia,19:30,6,Verano
Intermedia,19:45,6,Verano
Intermedia,20:00,6,Verano
Intermedia,20:15,6,Verano
Intermedia,20:30,6,Verano
Intermedia,20:45,6,Verano
Intermedia,21:00,6,Verano
Intermedia,21:15,6,Verano
Intermedia,21:30,6,Verano
Intermedia,21:45,6,Verano
Intermedia,22:00,6,Verano
Intermedia,22:15,6,Verano
Intermedia,22:30,6,Verano
Intermedia,22:45,6,Verano
Intermedia,23:00,6,Verano
Intermedia,23:15,6,Verano
Intermedia,23:30,6,Verano
Intermedia,23:45,6,Verano
Intermedia,18:00,0,Invierno
Intermedia,18:15,0,Invierno
Intermedia,18:30,0,Invierno
Intermedia,18:45,0,Invierno
Intermedia,19:00,0,Invierno
Intermedia,19:15,0,Invierno
Intermedia,19:30,0,Invierno
Intermedia,19:45,0,Invierno
Intermedia,20:00,0,Invierno
Intermedia,20:15,0,Invierno
Intermedia,20:30,0,Invierno
Intermedia,20:45,0,Invierno
Intermedia,21:00,0,Invierno
Intermedia,21:15,0,Invierno
Intermedia,21:30,0,Invierno
Intermedia,21:45,0,Invierno
Intermedia,22:00,0,Invierno
Intermedia,22:15,0,Invierno
Intermedia,22:30,0,Invierno
Intermedia,22:45,0,Invierno
Intermedia,23:00,0,Invierno
Intermedia,23:15,0,Invierno
Intermedia,23:30,0,Invierno
Intermedia,23:45,0,Invierno
Intermedia,06:00,1,Invierno
Intermedia,06:15,1,Invierno
Intermedia,06:30,1,Invierno
Intermedia,06:45,1,Invierno
Intermedia,07:00,1,Invierno
Intermedia,07:15,1,Invierno
Intermedia,07:30,1,Invierno
Intermedia,07:45,1,Invierno
Intermedia,08:00,1,Invierno
Intermedia,08:15,1,Invierno
Intermedia,08:30,1,Invierno
Intermedia,08:45,1,Invierno
Intermedia,09:00,1,Invierno
Intermedia,09:15,1,Invierno
Intermedia,09:30,1,Invierno
Intermedia,09:45,1,Invierno
Intermedia,10:00,1,Invierno
Intermedia,10:15,1,Invierno
Intermedia,10:30,1,Invierno
Intermedia,10:45,1,Invierno
Intermedia,11:00,1,Invierno
Intermedia,11:15,1,Invierno
Intermedia,11:30,1,Invierno
Intermedia,11:45,1,Invierno
Intermedia,00:00,1,Invierno
Intermedia,00:15,1,Invierno
Intermedia,00:30,1,Invierno
Intermedia,00:45,1,Invierno
Intermedia,13:00,1,Invierno
Intermedia,13:15,1,Invierno
Intermedia,13:30,1,Invierno
Intermedia,13:45,1,Invierno
Intermedia,14:00,1,Invierno
Intermedia,14:15,1,Invierno
Intermedia,14:30,1,Invierno
Intermedia,14:45,1,Invierno
Intermedia,15:00,1,Invierno
Intermedia,15:15,1,Invierno
Intermedia,15:30,1,Invierno
Intermedia,15:45,1,Invierno
Intermedia,16:00,1,Invierno
Intermedia,16:15,1,Invierno
Intermedia,16:30,1,Invierno
Intermedia,16:45,1,Invierno
Intermedia,17:00,1,Invierno
Intermedia,17:15,1,Invierno
Intermedia,17:30,1,Invierno
Intermedia,17:45,1,Invierno
Intermedia,22:00,1,Invierno
Intermedia,22:15,1,Invierno
Intermedia,22:30,1,Invierno
Intermedia,22:45,1,Invierno
Intermedia,23:00,1,Invierno
Intermedia,23:15,1,Invierno
Intermedia,23:30,1,Invierno
Intermedia,23:45,1,Invierno
Intermedia,06:00,2,Invierno
Intermedia,06:15,2,Invierno
Intermedia,06:30,2,Invierno
Intermedia,06:45,2,Invierno
Intermedia,07:00,2,Invierno
Intermedia,07:15,2,Invierno
Intermedia,07:30,2,Invierno
Intermedia,07:45,2,Invierno
Intermedia,08:00,2,Invierno
Intermedia,08:15,2,Invierno
Intermedia,08:30,2,Invierno
Intermedia,08:45,2,Invierno
Intermedia,09:00,2,Invierno
Intermedia,09:15,2,Invierno
Intermedia,09:30,2,Invierno
Intermedia,09:45,2,Invierno
Intermedia,10:00,2,Invierno
Intermedia,10:15,2,Invierno
Intermedia,10:30,2,Invierno
Intermedia,10:45,2,Invierno
Intermedia,11:00,2,Invierno
Intermedia,11:15,2,Invierno
Intermedia,11:30,2,Invierno
Intermedia,11:45,2,Invierno
Intermedia,00:00,2,Invierno
Intermedia,00:15,2,Invierno
Intermedia,00:30,2,Invierno
Intermedia,00:45,2,Invierno
Intermedia,13:00,2,Invierno
Intermedia,13:15,2,Invierno
Intermedia,13:30,2,Invierno
Intermedia,13:45,2,Invierno
Intermedia,14:00,2,Invierno
Intermedia,14:15,2,Invierno
Intermedia,14:30,2,Invierno
Intermedia,14:45,2,Invierno
Intermedia,15:00,2,Invierno
Intermedia,15:15,2,Invierno
Intermedia,15:30,2,Invierno
Intermedia,15:45,2,Invierno
Intermedia,16:00,2,Invierno
Intermedia,16:15,2,Invierno
Intermedia,16:30,2,Invierno
Intermedia,16:45,2,Invierno
Intermedia,17:00,2,Invierno
Intermedia,17:15,2,Invierno
Intermedia,17:30,2,Invierno
Intermedia,17:45,2,Invierno
Intermedia,22:00,2,Invierno
Intermedia,22:15,2,Invierno
Intermedia,22:30,2,Invierno
Intermedia,22:45,2,Invierno
Intermedia,23:00,2,Invierno
Intermedia,23:15,2,Invierno
Intermedia,23:30,2,Invierno
Intermedia,23:45,2,Invierno
Intermedia,06:00,3,Invierno
Intermedia,06:15,3,Invierno
Intermedia,06:30,3,Invierno
Intermedia,06:45,3,Invierno
Intermedia,07:00,3,Invierno
Intermedia,07:15,3,Invierno
Intermedia,07:30,3,Invierno
Intermedia,07:45,3,Invierno
Intermedia,08:00,3,Invierno
Intermedia,08:15,3,Invierno
Intermedia,08:30,3,Invierno
Intermedia,08:45,3,Invierno
Intermedia,09:00,3,Invierno
Intermedia,09:15,3,Invierno
Intermedia,09:30,3,Invierno
Intermedia,09:45,3,Invierno
Intermedia,10:00,3,Invierno
Intermedia,10:15,3,Invierno
Intermedia,10:30,3,Invierno
Intermedia,10:45,3,Invierno
Intermedia,11:00,3,Invierno
Intermedia,11:15,3,Invierno
Intermedia,11:30,3,Invierno
Intermedia,11:45,3,Invierno
Intermedia,00:00,3,Invierno
Intermedia,00:15,3,Invierno
Intermedia,00:30,3,Invierno
Intermedia,00:45,3,Invierno
Intermedia,13:00,3,Invierno
Intermedia,13:15,3,Invierno
Intermedia,13:30,3,Invierno
Intermedia,13:45,3,Invierno
Intermedia,14:00,3,Invierno
Intermedia,14:15,3,Invierno
Intermedia,14:30,3,Invierno
Intermedia,14:45,3,Invierno
Intermedia,15:00,3,Invierno
Intermedia,15:15,3,Invierno
Intermedia,15:30,3,Invierno
Intermedia,15:45,3,Invierno
Intermedia,16:00,3,Invierno
Intermedia,16:15,3,Invierno
Intermedia,16:30,3,Invierno
Intermedia,16:45,3,Invierno
Intermedia,17:00,3,Invierno
Intermedia,17:15,3,Invierno
Intermedia,17:30,3,Invierno
Intermedia,17:45,3,Invierno
Intermedia,22:00,3,Invierno
Intermedia,22:15,3,Invierno
Intermedia,22:30,3,Invierno
Intermedia,22:45,3,Invierno
Intermedia,23:00,3,Invierno
Intermedia,23:15,3,Invierno
Intermedia,23:30,3,Invierno
Intermedia,23:45,3,Invierno
Intermedia,06:00,4,Invierno
Intermedia,06:15,4,Invierno
Intermedia,06:30,4,Invierno
Intermedia,06:45,4,Invierno
Intermedia,07:00,4,Invierno
Intermedia,07:15,4,Invierno
Intermedia,07:30,4,Invierno
Intermedia,07:45,4,Invierno
Intermedia,08:00,4,Invierno
Intermedia,08:15,4,Invierno
Intermedia,08:30,4,Invierno
Intermedia,08:45,4,Invierno
Intermedia,09:00,4,Invierno
Intermedia,09:15,4,Invierno
Intermedia,09:30,4,Invierno
Intermedia,09:45,4,Invierno
Intermedia,10:00,4,Invierno
Intermedia,10:15,4,Invierno
Intermedia,10:30,4,Invierno
Intermedia,10:45,4,Invierno
Intermedia,11:00,4,Invierno
Intermedia,11:15,4,Invierno
Intermedia,11:30,4,Invierno
Intermedia,11:45,4,Invierno
Intermedia,00:00,4,Invierno
Intermedia,00:15,4,Invierno
Intermedia,00:30,4,Invierno
Intermedia,00:45,4,Invierno
Intermedia,13:00,4,Invierno
Intermedia,13:15,4,Invierno
Intermedia,13:30,4,Invierno
Intermedia,13:45,4,Invierno
Intermedia,14:00,4,Invierno
Intermedia,14:15,4,Invierno
Intermedia,14:30,4,Invierno
Intermedia,14:45,4,Invierno
Intermedia,15:00,4,Invierno
Intermedia,15:15,4,Invierno
Intermedia,15:30,4,Invierno
Intermedia,15:45,4,Invierno
Intermedia,16:00,4,Invierno
Intermedia,16:15,4,Invierno
Intermedia,16:30,4,Invierno
Intermedia,16:45,4,Invierno
Intermedia,17:00,4,Invierno
Intermedia,17:15,4,Invierno
Intermedia,17:30,4,Invierno
Intermedia,17:45,4,Invierno
Intermedia,22:00,4,Invierno
Intermedia,22:15,4,Invierno
Intermedia,22:30,4,Invierno
Intermedia,22:45,4,Invierno
Intermedia,23:00,4,Invierno
Intermedia,23:15,4,Invierno
Intermedia,23:30,4,Invierno
Intermedia,23:45,4,Invierno
Intermedia,06:00,5,Invierno
Intermedia,06:15,5,Invierno
Intermedia,06:30,5,Invierno
Intermedia,06:45,5,Invierno
Intermedia,07:00,5,Invierno
Intermedia,07:15,5,Invierno
Intermedia,07:30,5,Invierno
Intermedia,07:45,5,Invierno
Intermedia,08:00,5,Invierno
Intermedia,08:15,5,Invierno
Intermedia,08:30,5,Invierno
Intermedia,08:45,5,Invierno
Intermedia,09:00,5,Invierno
Intermedia,09:15,5,Invierno
Intermedia,09:30,5,Invierno
Intermedia,09:45,5,Invierno
Intermedia,10:00,5,Invierno
Intermedia,10:15,5,Invierno
Intermedia,10:30,5,Invierno
Intermedia,10:45,5,Invierno
Intermedia,11:00,5,Invierno
Intermedia,11:15,5,Invierno
Intermedia,11:30,5,Invierno
Intermedia,11:45,5,Invierno
Intermedia,00:00,5,Invierno
Intermedia,00:15,5,Invierno
Intermedia,00:30,5,Invierno
Intermedia,00:45,5,Invierno
Intermedia,13:00,5,Invierno
Intermedia,13:15,5,Invierno
Intermedia,13:30,5,Invierno
Intermedia,13:45,5,Invierno
Intermedia,14:00,5,Invierno
Intermedia,14:15,5,Invierno
Intermedia,14:30,5,Invierno
Intermedia,14:45,5,Invierno
Intermedia,15:00,5,Invierno
Intermedia,15:15,5,Invierno
Intermedia,15:30,5,Invierno
Intermedia,15:45,5,Invierno
Intermedia,16:00,5,Invierno
Intermedia,16:15,5,Invierno
Intermedia,16:30,5,Invierno
Intermedia,16:45,5,Invierno
Intermedia,17:00,5,Invierno
Intermedia,17:15,5,Invierno
Intermedia,17:30,5,Invierno
Intermedia,17:45,5,Invierno
Intermedia,22:00,5,Invierno
Intermedia,22:15,5,Invierno
Intermedia,22:30,5,Invierno
Intermedia,22:45,5,Invierno
Intermedia,23:00,5,Invierno
Intermedia,23:15,5,Invierno
Intermedia,23:30,5,Invierno
Intermedia,23:45,5,Invierno
Intermedia,08:00,6,Invierno
Intermedia,08:15,6,Invierno
Intermedia,08:30,6,Invierno
Intermedia,08:45,6,Invierno
Intermedia,09:00,6,Invierno
Intermedia,09:15,6,Invierno
Intermedia,09:30,6,Invierno
Intermedia,09:45,6,Invierno
Intermedia,10:00,6,Invierno
Intermedia,10:15,6,Invierno
Intermedia,10:30,6,Invierno
Intermedia,10:45,6,Invierno
Intermedia,11:00,6,Invierno
Intermedia,11:15,6,Invierno
Intermedia,11:30,6,Invierno
Intermedia,11:45,6,Invierno
Intermedia,00:00,6,Invierno
Intermedia,00:15,6,Invierno
Intermedia,00:30,6,Invierno
Intermedia,00:45,6,Invierno
Intermedia,13:00,6,Invierno
Intermedia,13:15,6,Invierno
Intermedia,13:30,6,Invierno
Intermedia,13:45,6,Invierno
Intermedia,14:00,6,Invierno
Intermedia,14:15,6,Invierno
Intermedia,14:30,6,Invierno
Intermedia,14:45,6,Invierno
Intermedia,15:00,6,Invierno
Intermedia,15:15,6,Invierno
Intermedia,15:30,6,Invierno
Intermedia,15:45,6,Invierno
Intermedia,16:00,6,Invierno
Intermedia,16:15,6,Invierno
Intermedia,16:30,6,Invierno
Intermedia,16:45,6,Invierno
Intermedia,17:00,6,Invierno
Intermedia,17:15,6,Invierno
Intermedia,17:30,6,Invierno
Intermedia,17:45,6,Invierno
Intermedia,18:00,6,Invierno
Intermedia,18:15,6,Invierno
Intermedia,18:30,6,Invierno
Intermedia,18:45,6,Invierno
Intermedia,21:00,6,Invierno
Intermedia,21:15,6,Invierno
Intermedia,21:30,6,Invierno
Intermedia,21:45,6,Invierno
Intermedia,22:00,6,Invierno
Intermedia,22:15,6,Invierno
Intermedia,22:30,6,Invierno
Intermedia,22:45,6,Invierno
Intermedia,23:00,6,Invierno
Intermedia,23:15,6,Invierno
Intermedia,23:30,6,Invierno
Intermedia,23:45,6,Invierno
